titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,caracteristiques,seller,date_publication,url_annonce,source
فرصة دار ف صحراوي موقع زين,Immobilier résidentiel,Vente,5400000.0,200.0,4.0,1.0,2.0,سكن سفير العمان,Tevragh Zeina,فرصة ف صحراوي قريب جدا من كدروه شارع كبير عندها تيتر فونصي,Garage,mohamed,2025-10-20,https://voursa.com/FR/categories/real_estate/ads/فرصة-فرصة-ارضية-ف-صحراوي-موقع-زين-3692,voursa
فرصة نيمرو موقع ممتاز ف مديل D,Terrain,Vente,4500000.0,500.0,,,,حزب لأنصاف,Tevragh Zeina,فرصة نيمر للبيع موقع ممتاز فاتح فساحة عمومية قريب من كدروه النواذيب,,mohamed,2025-10-20,https://voursa.com/FR/categories/real_estate/ads/فرصة-نيمرو-موقع-ممتاز-ف-مديل-d-fac7,voursa
سمعه فكرفور ابين سوق مكة و بقالة سلام,Immobilier résidentiel,Vente,1550000.0,150.0,6.0,1.0,4.0,سمعه,Arafat,"السلام عليكم 
عندن ذيك سمعه فكرفور ابين كوليج سوق مكة و بقالة سلام فاتح اعل شارع اصغير و ميت فيه T 
المساحه 150م٢ 
فيه من تحت 
صالوه و بيتن و جلسه و كراج و كوزين و دوشات 
فيه من الفوك 
صالوه و بيتن و جلسه و كوزين و دوشات 
الثمن 15 مليون500
دخل شهري 140 الف  
الواتساب [TÉLÉPHONE SUPPRIMÉ]",Caméra de sécurité,عبد الله,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/سمعه-فكرفور-ابين-سوق-مكة-و-بقالة-سلام--ed34,voursa
للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع نيمر من سكتير 5 فكرن,Terrain,Vente,8600000.0,700.0,,,,سكتير5,Tevragh Zeina,للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع نيمر من سكتير 5 مساحتو 700م ف مكان نظيف وبلو راكب مبيوع ب 86مليون,,وكالة النجاح,2025-10-19,https://voursa.com/FR/categories/real_estate/ads/للبــــــــــــــــــــــــــــــــــــــــــــــــــــــع-نيمر-من-سكتير-5-فكرن-5e15,voursa
نمروين في اتراب اسكان 2 اكريب من كدروه,Terrain,Vente,800000.0,432.0,,,,نمروين في اتراب اسكان 2,Dar Naim,نمروين من اتراب اسكان مبيوعين 8 ملايين اكريب من كدروه كل واحيد منهم مساحة 216م2  حد مهتم يتواصل امعاية  اعل واتساب [TÉLÉPHONE SUPPRIMÉ],,didi old abdelwehab,2025-10-19,https://voursa.com/FR/categories/real_estate/ads/نمروين-في-اتراب-اسكان-2-اكريب-من-كدروه-e848,voursa
فرصة ديبلكس للبيع قرب كارفور جمبور,Immobilier résidentiel,Vente,6500000.0,200.0,5.0,1.0,3.0,كارفور جابور,Tevragh Zeina,فرصة ديبلكس للبيع قرب كارفور. جامبور الموقع جيد,Garage,mohamed,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/فرصة-ديبلكس-للبيع-قرب-كارفور-جمبور--d746,voursa
نيمرو من سكتير 4 فرصة,Terrain,Vente,6500000.0,600.0,,,,كدروه السنوار,Tevragh Zeina,410 من سكتير 4 مساحة 600م٢ ب 65 مليون,,سيدي محمد,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-سكتير-4-فرصة--cb49,voursa
نمروللبيـــــــــــــــــــــع تفرغ زين من سكتير 2 ابلكات,Terrain,Vente,3700000.0,700.0,,,,نمروللبيـــــــــــــــــــــع تفرغ زين من سكتير 2 بلكات,Tevragh Zeina,نمروللبيـــــــــــــــــــــع اف تفرغ زين من سكتير 2 بلوكات مبيوعه ب 37 مليون حد مهتم يتواصل معاي,,عبدالله,2025-10-14,https://voursa.com/FR/categories/real_estate/ads/نمروللبيـــــــــــــــــــــع-تفرغ-زين-من-سكتير-2-ابلكات-a33d,voursa
بوتيك فعين طلح للبيع,Boutique,Vente,150000.0,20.0,,,,كرفور عين طلح,Teyarett,سعر مليون و500  وحد شاري ينفتحل سعر واتساب [TÉLÉPHONE SUPPRIMÉ].[TÉLÉPHONE SUPPRIMÉ],,الخدمات العامه,2025-10-20,https://voursa.com/FR/categories/real_estate/ads/بوتيك-فعين-طلح-للبيع-423b,voursa
شقة للاجار قرب اجمل اتو طريق نواذيبو,Immobilier résidentiel,Location,12000.0,120.0,3.0,0.0,2.0,حمام نيل,Tevragh Zeina,فرصة شقةللأجار قرب اجمل اتو طريق نواذيب,Caméra de sécurité,mohamed,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/شقة-للاجار-قرب-اجمل-اتو-طريق-نواذيبو-29ae,voursa
ابرتماهين فوق وتحت,Immobilier résidentiel,Vente,1400000.0,75.0,4.0,2.0,2.0,دب ولد بيليل,Nouadhibou,ابرتماهين الفوق وتحت قرب (دب ولد ابيليل) قرب منعرج المتجه إلي كومبنية بليس .,,محمد سيدي احمد كيو,2025-10-19,https://voursa.com/FR/categories/real_estate/ads/ابرتماهين-فوق-وتحت-aec3,voursa
نمرو للبيـــــع في الحي العسكري التيسير,Terrain,Vente,1050000.0,360.0,,,,طريق اكجوجت,Teyarett,"نمرو للبيـــــع في الحي العسكري التيسير 
المساحة  : 360 م²
السعر  : 10 مليون  و 500 الف 
واتساب  [TÉLÉPHONE SUPPRIMÉ].فقط للجدين",,بورصة عبد الله العقارية,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/نمرو-للبيـــــع-في-الحي-العسكري-التيسير--9c36,voursa
200م٢ من سكتير 4 قرب كدوره السنوار,Terrain,Vente,2300000.0,200.0,,,,السنوار,Tevragh Zeina,رقم 438 من سكتير 4 مبيوع منو 200م٢ قرب كدروه با 23 مليون,,سيدي محمد,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/200م-من-سكتير-4-قرب-كدوره-السنوار--3da3,voursa
400م٢ من سكتير 4,Terrain,Vente,4500000.0,400.0,,,,كدروه السنوار,Tevragh Zeina,400م٢ من سكتير 4 أبلدها زين وممكن بيعها متينات,,سيدي محمد,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/400م-من-سكتير-4--404d,voursa
فرصة نيمرو فالگرن ف توجنين مبيوع ماه واعر,Terrain,Vente,450000.0,300.0,,,,نيمرو,Toujounine,نيمرو 20*15 محوط اعليه فيه بيوت ما فات وف بنيانهم,,Egleigeme Mahmouden,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/فرصة-نيمرو-فالرن--e087,voursa
مخططات معمارية و إنشائية,Autre,Vente,5000.0,150.0,,,,المخططات المعمارية,Tevragh Zeina,مخططات معمارية,,Mahoumr,2025-10-18,https://voursa.com/FR/categories/real_estate/ads/مخططات-معمارية-و-انشايية--dc57,voursa
دار احذ سوق الواحه لي عل كدروه سكوك ترابه 216,Immobilier résidentiel,Vente,4200000.0,216.0,3.0,1.0,2.0,دار للبيـــــــــــــــــــــع اعل كدروه سكوك,Teyarett,دار احذ سوق الواحه لي عل كدروه سكوك ترابه 216 كايل 42 وتمباع حد مهتم ايتواصل معاي [TÉLÉPHONE SUPPRIMÉ],,عبدالله,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/دار-احذ-سوق-الواحه-لي-عل-كدروه-سكوك-ترابه-216-كايل-42-وتمباع-حد-مهتم-ايتواصل-معاي-6c86,voursa
دوبلكس للبيع ف شرم الشيخ,Immobilier résidentiel,Vente,7500000.0,200.0,5.0,3.0,5.0,كدرون البوادي,Teyarett,دوبلكس مساحتو200 فكرن شارع واحد كايس كدرونه شارة  وشارع لوخر واحد من كدرونه البوادي وكرييب من كدرونه فيه من تحت جلستين وصلونه وبيت ودوش  وكراج وبيت عامل وكزين وفيه من الفوك بيتين اركاد وبيت وجلسة وبلكونه ودوش,Garage,محمد,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/دوبلكس-للبيع-ف-شرم-الشيخ-3e41,voursa
نمرو للبيـــــع في حي العسكري التيسير,Terrain,Vente,420000.0,180.0,,,,طريق اكجوجت,Teyarett,"335 من الحي العسكري التيسير 
المساحة  180 م²
السعر  : 4 مليون و 200 الف
واتساب [TÉLÉPHONE SUPPRIMÉ] فقط للجدين",,بورصة عبد الله العقارية,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/نمرو-للبيـــــع-في-حي-العسكري-التيسير--ed96,voursa
نيمرو من مدال m اسويت للبيع,Terrain,Vente,2500000.0,600.0,,,,مدال m اسويت,Tevragh Zeina,السلام عليكم هذ نيمرو من مدال m اسويت مساحة 600م# مبيوع ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالى [TÉLÉPHONE SUPPRIMÉ],,محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-مدال-m-اسويت-للبيع--f228,voursa
نمروللبيـــــــــــــــــــــع k9 كريب من شهرزاد,Terrain,Vente,1200000.0,216.0,,,,نمروللبيـــــــــــــــــــــع k9 كريب من شهرزاد,Teyarett,ذاك نمروللبيـــــــــــــــــــــع k9 كريب من شهرزاد فاتح على شارع 10 مساحتو 216 مبيوعه ب 12مليون حد مهتم يتواصل معاي [TÉLÉPHONE SUPPRIMÉ],,عبدالله,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نمروللبيـــــــــــــــــــــع-k9-كريب-من-شهرزاد--43af,voursa
قطعتان ارضيتان للايجار في المطار القديم,Terrain,Location,40000.0,1050.0,,,,المطار القديم,Dar Naim,عندنا قطعة ارضية  في المطار القديم في القطاعBLOC 35  اعل كدروه بجانب حيط الصين مساحته 1050 متر مربع فاتحة على جيهت لبحر  مخصصة للايجار,,med abdallahi,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/قطعتان-ارضيتان-للايجار-في-المطار-القديم--e1dc,voursa
دار للبيـــــــــــــــــــــع أفي الفلوجة كريب كدروه,Immobilier résidentiel,Vente,1600000.0,150.0,3.0,1.0,2.0,دار للبيـــــــــــــــــــــع أفي الفلوجة كريب كدروه,Arafat,"السلام عليكم دار للبيـــــــــــــــــــــع أفي الفلوجة 
فيه اثلث ابيوت ؤجلسة كوزين ودوشات منقوشة مكروية مبيوعه ب16 مليون حد مهتم يتواصل معاي [TÉLÉPHONE SUPPRIMÉ]",,عبدالله,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/دار-للبيـــــــــــــــــــــع-افي-الفلوجة-كريب-كدروه--a8d5,voursa
شقة ف سيت بلاج قرب تجاري بنك,Immobilier résidentiel,Location,12000.0,150.0,3.0,1.0,2.0,التجاري بنك,Tevragh Zeina,فرصة شقة ف سيت بلاج قرب التجاري بنك فاتح عل كدروه الفوك,,mohamed,2025-10-17,https://voursa.com/FR/categories/real_estate/ads/شقة-ف-سيت-بلاج-قرب-تجاري-بنك--f799,voursa
نيمرو أفكرن من سكتير 4 F Nord,Terrain,Vente,7300000.0,600.0,,,,كدروه الشارة,Tevragh Zeina,نيمرو أفكرن من سكتير 4 F Nord مساحة 600م٢ ب 73,,سيدي محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نيمرو-افكرن-من-سكتير-4-f-nord--858a,voursa
نصف نيمرو من الأساتذة  بين الشوانتي,Terrain,Vente,2950000.0,300.0,,,,معهد المهندسين,Tevragh Zeina,من الأساتذة مبيوع نصو 300م٢ عكس الگرن ب 29.50000 أوقية جديدة فرصة نادرة,,سيدي محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نصف-نيمرو-من-الاساتذة-بين-الشوانتي--073d,voursa
"150,م# من كتاب الضبط للبيع",Terrain,Vente,1050000.0,150.0,,,,كتاب الضبط,Tevragh Zeina,السلام عليكم هذ 150م# من كتاب الضبط اكريب من كدروه مبيوع ب 10ملاين واخمس مائة للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/150م-من-كتاب-الضبط-للبيع--b40c,voursa
نيمرو فالمطار القديم,Terrain,Vente,750000.0,180.0,,,,طب إيثار,Dar Naim,نيمرو فالمطار القديم احذ طب إيثار,,محمد عبد الله ولد سيكه,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فالمطار-القديم--868c,voursa
200م٢ أفكرن من ليزوه قرب شقق صحارى على شارع 30,Terrain,Vente,2500000.0,200.0,,,,شقق صحارى,Teyarett,200م٢ أفكرن من ليزوه قرب شقق صحارى إعلى شارع 30م أكريب من كدروه ب 25,,سيدي محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/200م-افكرن-من-ليزوه-قرب-شقق-صحارى-على-شارع-30-4a84,voursa
نبمرو فسكتير 1 بلوكات,Terrain,Vente,2900000.0,600.0,,,,بلوكات,Tevragh Zeina,"303 من سكتير 1 بلوكات قريب من گدروه طب القلب وبين البنيان مبيوع ب 29 مليون,",,محمد آلا - Mohamed Alla,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نبمرو-فسكتير-1-بلوكات--cdac,voursa
نيمرو من الأساتذة فزر المعهد فرصة نادرة,Terrain,Vente,3600000.0,600.0,,,,معهد المهندسين,Tevragh Zeina,نيمرو من الأساتذة فزر المعهد فرصة نادرة مساحة 600م٢ بين الشوانتي مبيوع ب 36 مليون,,سيدي محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-الاساتذة-فزر-المعهد-فرصة-نادرة--c1d2,voursa
نيمرو فكرن من المطار القديم ابلوك 23 للبيع,Terrain,Vente,5000000.0,600.0,,,,المطار القديم,Dar Naim,السلام عليكم هذ نيمرو فكرن من ابلوك 23 مساحة 600م# مبيوع ب 50مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2025-10-16,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-المطار-القديم-ابلوك-23-للبيع--461e,voursa
قطعة ارضية,Terrain,Vente,280000.0,120.0,,,,أتراب إصنادرة قرب شركة الوطنية,Dar Naim,عندنا نيمرو اعل گرن فاتح اعل شارعين كلهم 15م موقعو زين واترب بيظة وبين  مع شارع 30م إلا نمروين وبين  امع كدروه 5 نيمروات؛ في أتراب اصنادره الي احذ اتراب الإسكان قرب شركة الوطنية؛منطقة زينة وئاهلة بالسكان,,med abdallahi,2025-10-15,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارضية-94ec,voursa
